"type","rule","sev","file","line","msg"
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/components/view/tab/tab.component.ts","46","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/resolver.service.ts","221","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/resolver.service.ts","248","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/resolver.service.ts","259","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/resolver.service.ts","274","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/resolver.service.ts","298","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/resolver.service.ts","326","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/resolver.service.ts","334","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/store.service.ts","87","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/store.service.ts","174","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/store.service.ts","190","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/store.service.ts","278","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/store.service.ts","286","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/store.service.ts","306","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/store.service.ts","331","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/channel/services/store.service.ts","369","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/collection/components/collection/module-creation/module-creation.component.ts","4121","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/collection/components/collection/module-creation/module-creation.component.ts","5007","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/collection/services/resolver.service.ts","121","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/collection/services/store.service.ts","317","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/curate/components/curate/curate.component.ts","82","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/curate/components/url-upload/url-upload.component.ts","171","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/curate/components/url-upload/url-upload.component.ts","229","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/iap-assessment/components/iap-assessment/iap-assessment.component.ts","133","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/quiz/components/fill-ups-editor/fill-ups-editor.component.ts","194","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/quiz/components/fill-ups-editor/fill-ups-editor.component.ts","196","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/quiz/components/fill-ups-editor/fill-ups-editor.component.ts","197","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/quiz/components/match-the-following/match-the-following.component.ts","249","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/quiz/components/match-the-following/match-the-following.component.ts","252","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/quiz/components/match-the-following/match-the-following.component.ts","253","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/quiz/components/multiple-choice-question/multiple-choice-question.component.ts","227","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/quiz/components/multiple-choice-question/multiple-choice-question.component.ts","229","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/quiz/components/multiple-choice-question/multiple-choice-question.component.ts","230","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/upload/components/file-upload/file-upload.component.ts","824","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/upload/components/upload/upload.component.ts","86","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/web-page/components/web-module-editor/web-module-editor.component.ts","170","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/web-page/components/web-module-editor/web-module-editor.component.ts","433","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/web-page/components/web-module-editor/web-module-editor.component.ts","459","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/services/editor-content.service.ts","240","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/services/editor-content.service.ts","246","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/services/editor-content.service.ts","324","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/services/editor-content.service.ts","333","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/services/editor-content.service.ts","387","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/services/editor-content.service.ts","430","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/services/editor-content.service.ts","433","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/services/editor-content.service.ts","466","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/services/editor-content.service.ts","469","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/catalog-select/catalog-select.component.ts","311","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/course-settings/course-settings.component.ts","752","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/course-settings/course-settings.component.ts","770","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/course-settings/course-settings.component.ts","810","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/course-settings/course-settings.component.ts","941","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/course-settings/course-settings.component.ts","1098","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/edit-meta/edit-meta.component.ts","766","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/edit-meta/edit-meta.component.ts","784","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/edit-meta/edit-meta.component.ts","910","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/edit-meta/edit-meta.component.ts","1008","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/edit-meta/edit-meta.component.ts","1125","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/home/components/content-detail/services/content-detail.service.ts","91","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/home/components/my-content/services/my-content.service.ts","95","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/my-content/components/content-card-v2/content-card-v2.component.ts","149","The return value of ""slice"" must be used."
"BUG","typescript:S2201","MAJOR","project/ws/author/src/lib/routing/modules/my-content/services/my-content.service.ts","108","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/viewer/src/lib/plugins/quiz/components/question/question.component.ts","85","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/viewer/src/lib/plugins/quiz/quiz.service.ts","43","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/viewer/src/lib/plugins/quiz/quiz.service.ts","82","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2201","MAJOR","project/ws/viewer/src/lib/plugins/quiz/quiz.service.ts","84","Consider using ""forEach"" instead of ""map"" as its return value is not being used here."
"BUG","typescript:S2871","CRITICAL","project/ws/app/src/lib/routes/search/components/search-input/search-input.component.ts","88","Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically."
"BUG","typescript:S2871","CRITICAL","project/ws/app/src/lib/routes/search/components/search-input-home/search-input-home.component.ts","103","Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically."
"BUG","typescript:S2871","CRITICAL","project/ws/app/src/lib/routes/search/routes/home/home.component.ts","138","Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically."
"BUG","typescript:S2871","CRITICAL","project/ws/viewer/src/lib/plugins/quiz/quiz.component.ts","514","Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically."
"BUG","typescript:S3923","MAJOR","library/ws-widget/utils/src/lib/pipes/pipe-assessment-duration-transform/pipe-assessment-duration-transform.pipe.ts","25","This conditional operation returns the same value whether the condition is ""true"" or ""false""."
"BUG","typescript:S3923","MAJOR","library/ws-widget/utils/src/lib/pipes/pipe-assessment-duration-transform/pipe-assessment-duration-transform.pipe.ts","31","This conditional operation returns the same value whether the condition is ""true"" or ""false""."
"BUG","typescript:S3923","MAJOR","library/ws-widget/utils/src/lib/pipes/pipe-assessment-duration-transform/pipe-assessment-duration-transform.pipe.ts","37","This conditional operation returns the same value whether the condition is ""true"" or ""false""."
"BUG","typescript:S3923","MAJOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/collection/services/resolver.service.ts","148","Remove this conditional structure or edit its code blocks so that they're not all the same."
"BUG","typescript:S3923","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/course-settings/course-settings.component.ts","1971","This conditional operation returns the same value whether the condition is ""true"" or ""false""."
"BUG","typescript:S3923","MAJOR","project/ws/viewer/src/lib/routes/audio/audio.component.ts","145","This conditional operation returns the same value whether the condition is ""true"" or ""false""."
"BUG","typescript:S3923","MAJOR","project/ws/viewer/src/lib/routes/pdf/pdf.component.ts","109","This conditional operation returns the same value whether the condition is ""true"" or ""false""."
"BUG","typescript:S3923","MAJOR","project/ws/viewer/src/lib/routes/video/video.component.ts","124","This conditional operation returns the same value whether the condition is ""true"" or ""false""."
"BUG","typescript:S4158","MINOR","project/ws/author/src/lib/routing/modules/editor/services/editor-content.service.ts","130","Review this usage of ""propertiesTobeExcluded"" as it can only be empty here."
"BUG","typescript:S4275","CRITICAL","library/ws-widget/utils/src/lib/services/auth-keycloak.service.ts","73","Refactor this getter to return a value."
"BUG","typescript:S4275","CRITICAL","project/ws/app/src/lib/routes/search/apis/search-api.service.ts","37","Refactor this getter to return a value."
"BUG","typescript:S4275","CRITICAL","project/ws/author/src/lib/modules/shared/components/comments-dialog/comments-dialog.component.ts","227","Refactor this getter to return a value."
"BUG","typescript:S4275","CRITICAL","project/ws/author/src/lib/routing/modules/editor/routing/modules/iap-assessment/components/general-details/general-details.component.ts","448","Refactor this setter so that it actually refers to the property 'sortBy'."
"BUG","typescript:S4822","MAJOR","project/ws/app/src/lib/routes/search/components/item-tile/item-tile.component.ts","25","Consider using 'await' for the promise inside this 'try' or replace it with 'Promise.prototype.catch(...)' usage."
"BUG","typescript:S4822","MAJOR","project/ws/app/src/lib/routes/search/routes/knowledge/knowledge.component.ts","172","Consider using 'await' for the promise inside this 'try' or replace it with 'Promise.prototype.catch(...)' usage."
"BUG","typescript:S4822","MAJOR","project/ws/app/src/lib/routes/search/routes/learning/learning.component.ts","477","Consider using 'await' for the promise inside this 'try' or replace it with 'Promise.prototype.catch(...)' usage."
"BUG","typescript:S4822","MAJOR","project/ws/app/src/lib/routes/search/routes/learning/learning.component.ts","506","Consider using 'await' for the promise inside this 'try' or replace it with 'Promise.prototype.catch(...)' usage."
"BUG","typescript:S4822","MAJOR","project/ws/app/src/lib/routes/search/routes/social/social.component.ts","219","Consider using 'await' for the promise inside this 'try' or replace it with 'Promise.prototype.catch(...)' usage."
"BUG","typescript:S4822","MAJOR","project/ws/app/src/lib/routes/search/routes/social/social.component.ts","234","Consider using 'await' for the promise inside this 'try' or replace it with 'Promise.prototype.catch(...)' usage."
"BUG","typescript:S5842","MINOR","project/ws/author/src/lib/routing/modules/editor/routing/modules/upload/services/profanity.service.ts","41","Rework this part of the regex to not match the empty string."
"BUG","typescript:S6544","MAJOR","library/ws-widget/collection/src/lib/_services/widget-content.service.ts","127","Promise executor functions should not be async."
"BUG","typescript:S6544","MAJOR","project/ws/author/src/lib/routing/modules/create/components/create-course/create-course.component.ts","256","Promise-returning function provided to property where a void return was expected."
"BUG","typescript:S6544","MAJOR","project/ws/author/src/lib/routing/modules/create/components/create-course/create-course.component.ts","297","Promise-returning function provided to property where a void return was expected."
"BUG","typescript:S6544","MAJOR","project/ws/viewer/src/lib/routes/html/html.component.ts","183","Promise executor functions should not be async."
"BUG","typescript:S905","MAJOR","library/ws-widget/collection/src/lib/btn-playlist/btn-playlist.service.ts","153","Expected an assignment or function call and instead saw an expression."
"BUG","typescript:S905","MAJOR","project/ws/app/src/lib/routes/app-toc/routes/app-toc-certification/components/at-desk-slot-booking/at-desk-slot-booking.component.ts","235","Expected an assignment or function call and instead saw an expression."
"BUG","typescript:S905","MAJOR","project/ws/app/src/lib/routes/app-toc/routes/app-toc-certification/components/budget-approval/budget-approval.component.ts","173","Expected an assignment or function call and instead saw an expression."
"BUG","typescript:S905","MAJOR","project/ws/app/src/lib/routes/app-toc/routes/app-toc-certification/components/result-upload/result-upload.component.ts","246","Expected an assignment or function call and instead saw an expression."
"BUG","typescript:S905","MAJOR","project/ws/author/src/lib/routing/modules/editor/shared/components/course-settings/course-settings.component.ts","1193","Expected an assignment or function call and instead saw an expression."
"VULNERABILITY","typescript:S2819","CRITICAL","library/ws-widget/utils/src/lib/services/auth-keycloak.service.ts","219","Specify a target origin for this message."
"VULNERABILITY","typescript:S2819","CRITICAL","library/ws-widget/utils/src/lib/services/subapplication-respond.service.ts","81","Specify a target origin for this message."
"VULNERABILITY","typescript:S2819","CRITICAL","library/ws-widget/utils/src/lib/services/subapplication-respond.service.ts","122","Specify a target origin for this message."
"VULNERABILITY","typescript:S2819","CRITICAL","library/ws-widget/utils/src/lib/services/subapplication-respond.service.ts","216","Specify a target origin for this message."
"VULNERABILITY","typescript:S2819","CRITICAL","project/ws/viewer/src/lib/plugins/html/html.component.ts","590","Specify a target origin for this message."
"VULNERABILITY","typescript:S2819","CRITICAL","project/ws/viewer/src/lib/plugins/iap/iap.component.ts","85","Specify a target origin for this message."
